date,time,open,high,low,close,volume
="2019-11-04",08.30.00,56.9318,57.2554,56.9051,57.1315,720570
="2019-11-04",08.31.00,57.1300,57.1800,57.0650,57.1050,68375
="2019-11-04",08.32.00,57.0900,57.2000,57.0700,57.2000,86208
="2019-11-04",08.33.00,57.1950,57.2600,57.1600,57.1800,101498
="2019-11-04",08.34.00,57.2600,57.2600,57.2600,57.2600,45179
="2019-11-04",08.35.00,57.2325,57.2325,57.1950,57.1950,57379
="2019-11-04",08.36.00,57.2000,57.2200,57.1516,57.1516,34492
="2019-11-04",08.37.00,57.1700,57.2100,57.1700,57.2100,41341
="2019-11-04",08.38.00,57.2182,57.3800,57.2182,57.3800,117404
="2019-11-04",08.39.00,57.3900,57.3900,57.3742,57.3742,81059
="2019-11-04",08.40.00,57.3300,57.4000,57.3300,57.4000,48905
="2019-11-04",08.41.00,57.4200,57.4200,57.4100,57.4100,56419
="2019-11-04",08.42.00,57.4120,57.4120,57.3850,57.3850,50664
="2019-11-04",08.43.00,57.3700,57.3700,57.3600,57.3600,39231
="2019-11-04",08.44.00,57.3500,57.3750,57.3500,57.3750,40486
="2019-11-04",08.45.00,57.3800,57.3800,57.3050,57.3050,112172
="2019-11-04",08.46.00,57.2600,57.2800,57.2600,57.2800,69091
="2019-11-04",08.47.00,57.2300,57.2300,57.1900,57.1900,56301
="2019-11-04",08.48.00,57.2150,57.2350,57.1900,57.1900,29879
="2019-11-04",08.49.00,57.1850,57.1850,57.1763,57.1763,35767
="2019-11-04",08.50.00,57.1850,57.1900,57.1850,57.1900,59381
="2019-11-04",08.51.00,57.2000,57.2000,57.1700,57.1700,4393
="2019-11-04",08.52.00,57.1800,57.1800,57.1300,57.1300,68352
="2019-11-04",08.53.00,57.1350,57.1700,57.1350,57.1700,36492
="2019-11-04",08.54.00,57.1800,57.2270,57.1800,57.2270,41675
="2019-11-04",08.55.00,57.2400,57.2500,57.2193,57.2193,40210
="2019-11-04",08.56.00,57.2200,57.2437,57.2200,57.2437,34003
="2019-11-04",08.57.00,57.2500,57.2540,57.2500,57.2540,45243
="2019-11-04",08.58.00,57.2700,57.3050,57.2700,57.3000,49154
="2019-11-04",08.59.00,57.3200,57.3300,57.3000,57.3100,63588
="2019-11-04",09.00.00,57.3100,57.3300,57.2900,57.3224,21787
="2019-11-04",09.01.00,57.3300,57.3400,57.2850,57.2943,53923
="2019-11-04",09.02.00,57.3000,57.3050,57.2500,57.2500,38173
="2019-11-04",09.03.00,57.2400,57.2400,57.1950,57.2200,38828
="2019-11-04",09.04.00,57.2200,57.2200,57.1850,57.2100,24632
="2019-11-04",09.05.00,57.2100,57.2500,57.2041,57.2250,38356
="2019-11-04",09.06.00,57.2350,57.2500,57.1800,57.1850,29214
="2019-11-04",09.07.00,57.1850,57.2200,57.1850,57.2200,26080
="2019-11-04",09.08.00,57.2200,57.2600,57.2150,57.2500,37841
="2019-11-04",09.09.00,57.2500,57.2550,57.2200,57.2250,17986
="2019-11-04",09.10.00,57.2300,57.2500,57.2300,57.2300,24809
="2019-11-04",09.11.00,57.2253,57.2400,57.2100,57.2250,29285
="2019-11-04",09.12.00,57.2250,57.2400,57.1835,57.1835,30066
="2019-11-04",09.13.00,57.1800,57.1900,57.1750,57.1800,21559
="2019-11-04",09.14.00,57.1719,57.1800,57.1700,57.1746,30535
="2019-11-04",09.15.00,57.1750,57.1800,57.1600,57.1650,26610
="2019-11-04",09.16.00,57.1700,57.1800,57.1490,57.1700,55009
="2019-11-04",09.17.00,57.1700,57.2200,57.1700,57.1900,43887
="2019-11-04",09.18.00,57.1950,57.2300,57.1900,57.2200,31667
="2019-11-04",09.19.00,57.2150,57.2400,57.2150,57.2150,21868
="2019-11-04",09.20.00,57.2200,57.2830,57.2200,57.2600,36918
="2019-11-04",09.21.00,57.2650,57.3000,57.2650,57.3000,22295
="2019-11-04",09.22.00,57.2910,57.3100,57.2800,57.2842,30336
="2019-11-04",09.23.00,57.2800,57.3050,57.2800,57.2950,21747
="2019-11-04",09.24.00,57.2950,57.3000,57.2700,57.2800,27653
="2019-11-04",09.25.00,57.2785,57.2800,57.2550,57.2665,26306
="2019-11-04",09.26.00,57.2700,57.2800,57.2600,57.2757,23628
="2019-11-04",09.27.00,57.2800,57.3500,57.2750,57.3442,35370
="2019-11-04",09.28.00,57.3451,57.4000,57.3450,57.3850,54957
="2019-11-04",09.29.00,57.3900,57.4100,57.3800,57.4050,55006
="2019-11-04",09.30.00,57.4000,57.4500,57.4000,57.4500,54006
="2019-11-04",09.31.00,57.4450,57.4700,57.4300,57.4700,66337
="2019-11-04",09.32.00,57.4700,57.4900,57.4645,57.4800,66563
="2019-11-04",09.33.00,57.4800,57.4900,57.4600,57.4900,36985
="2019-11-04",09.34.00,57.4800,57.4900,57.4500,57.4551,44744
="2019-11-04",09.35.00,57.4600,57.4600,57.3800,57.4200,73166
="2019-11-04",09.36.00,57.4150,57.4450,57.4100,57.4150,40323
="2019-11-04",09.37.00,57.4200,57.4400,57.4000,57.4200,20050
="2019-11-04",09.38.00,57.4250,57.4450,57.4200,57.4300,36660
="2019-11-04",09.39.00,57.4400,57.4500,57.4200,57.4250,21053
="2019-11-04",09.40.00,57.4200,57.4400,57.4100,57.4350,28582
="2019-11-04",09.41.00,57.4300,57.4500,57.4250,57.4500,35441
="2019-11-04",09.42.00,57.4500,57.4700,57.4350,57.4600,40092
="2019-11-04",09.43.00,57.4559,57.4800,57.4529,57.4780,27669
="2019-11-04",09.44.00,57.4778,57.4800,57.4700,57.4700,35747
="2019-11-04",09.45.00,57.4722,57.4800,57.4500,57.4600,38565
="2019-11-04",09.46.00,57.4500,57.4900,57.4300,57.4800,39412
="2019-11-04",09.47.00,57.4700,57.4800,57.4600,57.4700,27911
